purchase_id,user_id,purchase_timestamp,price_usd,day_since_install
119,61,2024-01-31,19.99,27
120,61,2024-01-19,19.99,15
121,63,2024-01-16,1.99,1
122,63,2024-01-15,4.99,0
123,64,2024-02-08,9.99,3
124,64,2024-02-15,19.99,10
125,64,2024-02-14,9.99,9
126,64,2024-02-24,19.99,19
127,64,2024-02-27,9.99,22
128,64,2024-02-13,19.99,8
129,64,2024-02-16,19.99,11
130,64,2024-02-18,19.99,13
131,64,2024-02-09,19.99,4
132,64,2024-02-07,9.99,2
133,66,2024-04-22,19.99,27
134,66,2024-04-04,4.99,9
135,66,2024-04-06,4.99,11
136,66,2024-03-29,19.99,3
137,66,2024-03-26,9.99,0
138,67,2024-02-26,0.99,15
139,67,2024-03-01,0.99,19
140,67,2024-02-13,1.99,2
141,69,2024-02-24,0.99,27
142,75,2024-03-23,1.99,6
143,75,2024-04-01,4.99,15
144,75,2024-04-02,0.99,16
145,79,2024-02-20,9.99,27
146,79,2024-02-21,19.99,28
147,79,2024-02-03,4.99,10
148,79,2024-02-10,9.99,17
149,79,2024-02-18,19.99,25
150,79,2024-02-04,4.99,11
151,79,2024-02-12,4.99,19
152,82,2024-03-08,9.99,10
153,82,2024-02-27,19.99,0
154,82,2024-03-25,19.99,27
155,82,2024-03-20,4.99,22
156,82,2024-03-11,9.99,13
157,82,2024-03-15,9.99,17
158,82,2024-02-29,4.99,2
159,82,2024-03-11,4.99,13
160,82,2024-03-04,4.99,6
161,89,2024-04-01,19.99,2
162,89,2024-04-28,19.99,29
163,89,2024-04-06,49.99,7
164,89,2024-04-18,49.99,19
165,89,2024-04-24,49.99,25
166,89,2024-04-05,99.99,6
167,89,2024-04-09,99.99,10
168,89,2024-03-31,19.99,1
169,89,2024-04-05,19.99,6
170,89,2024-04-26,49.99,27
171,89,2024-04-05,49.99,6
172,89,2024-04-01,19.99,2
173,89,2024-04-23,19.99,24
174,89,2024-04-18,99.99,19
175,89,2024-04-08,19.99,9
176,89,2024-04-26,99.99,27
177,89,2024-04-21,99.99,22
178,89,2024-04-15,49.99,16
179,89,2024-04-04,19.99,5
180,89,2024-04-11,49.99,12
181,89,2024-04-11,99.99,12
182,89,2024-04-02,99.99,3
183,89,2024-04-01,19.99,2
184,89,2024-04-19,99.99,20
185,89,2024-04-21,49.99,22
186,89,2024-04-18,99.99,19
187,89,2024-04-04,49.99,5
188,89,2024-04-18,19.99,19
189,89,2024-04-23,49.99,24
190,89,2024-04-23,19.99,24
191,89,2024-04-18,49.99,19
192,89,2024-04-07,19.99,8
193,89,2024-04-07,19.99,8
194,89,2024-04-09,19.99,10
195,91,2024-02-27,0.99,3
196,91,2024-02-29,1.99,5
197,91,2024-03-12,0.99,17
198,92,2024-01-27,1.99,10
199,92,2024-02-09,1.99,23
200,95,2024-02-08,1.99,23
201,103,2024-02-18,4.99,10
202,103,2024-03-04,19.99,25
203,103,2024-02-25,19.99,17
204,103,2024-03-08,9.99,29
205,103,2024-02-18,9.99,10
206,104,2024-01-30,1.99,29
207,108,2024-01-20,1.99,4
208,108,2024-02-10,1.99,25
209,108,2024-01-21,4.99,5
210,114,2024-02-07,4.99,19
211,114,2024-02-06,1.99,18
212,115,2024-01-09,0.99,6
213,116,2024-03-05,4.99,11
214,116,2024-03-12,4.99,18
215,117,2024-02-16,1.99,23
216,118,2024-03-29,0.99,17
217,118,2024-03-23,0.99,11
218,118,2024-03-26,1.99,14
219,120,2024-04-06,0.99,8
220,123,2024-02-11,4.99,7
221,127,2024-01-27,0.99,19
222,127,2024-01-21,0.99,13
223,127,2024-01-18,4.99,10
224,131,2024-02-19,19.99,20
225,131,2024-02-17,49.99,18
226,131,2024-02-02,19.99,3
227,131,2024-02-16,19.99,17
228,131,2024-02-15,19.99,16
229,131,2024-02-17,19.99,18
230,131,2024-02-27,49.99,28
231,131,2024-02-12,99.99,13
232,131,2024-02-21,19.99,22
233,131,2024-02-28,99.99,29
234,131,2024-02-22,49.99,23
235,131,2024-02-13,49.99,14
236,131,2024-02-10,99.99,11
237,131,2024-02-14,49.99,15
238,131,2024-01-30,19.99,0
239,131,2024-02-11,99.99,12
240,131,2024-02-08,49.99,9
241,131,2024-02-01,19.99,2
242,131,2024-02-04,99.99,5
243,131,2024-02-23,99.99,24
244,131,2024-02-18,19.99,19
245,132,2024-03-05,9.99,14
246,132,2024-03-03,9.99,12
247,132,2024-03-08,4.99,17
248,132,2024-03-08,4.99,17
249,132,2024-03-19,19.99,28
250,132,2024-02-26,19.99,6
251,132,2024-03-02,19.99,11
252,132,2024-03-13,4.99,22
253,132,2024-03-16,4.99,25
254,135,2024-02-23,0.99,26
255,135,2024-02-15,4.99,18
256,135,2024-02-13,0.99,16
257,138,2024-03-04,4.99,29
258,139,2024-01-19,49.99,2
259,139,2024-01-24,99.99,7
260,139,2024-02-12,99.99,26
261,139,2024-02-15,99.99,29
262,139,2024-02-11,99.99,25
263,139,2024-01-25,49.99,8
264,139,2024-02-15,99.99,29
265,139,2024-01-27,99.99,10
266,139,2024-01-30,49.99,13
267,139,2024-02-02,19.99,16
268,140,2024-02-05,19.99,6
269,140,2024-02-28,4.99,29
270,140,2024-02-06,19.99,7
271,140,2024-01-31,9.99,1
272,140,2024-02-19,4.99,20
273,140,2024-02-06,19.99,7
274,140,2024-02-04,19.99,5
275,142,2024-02-11,4.99,5
276,142,2024-02-23,19.99,17
277,142,2024-02-12,4.99,6
278,142,2024-02-07,4.99,1
279,142,2024-03-01,19.99,24
280,142,2024-02-07,4.99,1
281,142,2024-03-04,19.99,27
282,142,2024-03-04,4.99,27
283,142,2024-02-08,9.99,2
284,142,2024-03-05,9.99,28
285,143,2024-02-21,19.99,6
286,143,2024-02-29,4.99,14
287,143,2024-03-15,4.99,29
288,144,2024-03-26,4.99,26
289,144,2024-03-21,1.99,21
290,144,2024-03-16,1.99,16
291,146,2024-02-15,1.99,14
292,146,2024-02-23,1.99,22
293,149,2024-03-10,0.99,16
294,151,2024-02-21,1.99,20
295,151,2024-02-01,4.99,0
296,154,2024-04-27,4.99,28
297,154,2024-04-08,4.99,9
298,154,2024-04-14,1.99,15
299,157,2024-02-13,1.99,2
300,157,2024-02-17,0.99,6
301,158,2024-02-25,4.99,6
302,158,2024-03-12,0.99,22
303,158,2024-02-23,4.99,4
304,162,2024-02-02,0.99,25
305,162,2024-01-12,0.99,4
306,169,2024-03-18,1.99,20
307,169,2024-03-04,1.99,6
308,173,2024-01-21,4.99,13
309,176,2024-02-28,4.99,12
310,177,2024-02-14,1.99,5
311,177,2024-03-02,1.99,22
312,177,2024-02-23,0.99,14
313,178,2024-01-22,4.99,9
314,178,2024-02-09,4.99,27
315,178,2024-01-14,19.99,1
316,178,2024-01-16,9.99,3
317,178,2024-02-01,19.99,19
318,178,2024-01-18,4.99,5
319,182,2024-04-16,19.99,17
320,182,2024-04-08,4.99,9
321,182,2024-04-04,19.99,5
322,182,2024-04-21,19.99,22
323,182,2024-04-12,19.99,13
324,185,2024-03-19,9.99,21
325,185,2024-03-09,4.99,11
326,185,2024-03-03,4.99,5
327,185,2024-03-11,9.99,13
328,185,2024-03-15,9.99,17
329,185,2024-03-20,4.99,22
330,185,2024-03-17,9.99,19
331,185,2024-03-16,19.99,18
332,185,2024-03-02,19.99,4
333,188,2024-01-26,4.99,25
334,188,2024-01-26,19.99,25
335,188,2024-01-17,19.99,16
336,188,2024-01-10,4.99,9
337,188,2024-01-20,19.99,19
338,188,2024-01-08,4.99,7
339,188,2024-01-22,4.99,21
340,188,2024-01-20,19.99,19
341,188,2024-01-13,9.99,12
342,188,2024-01-12,19.99,11
343,190,2024-02-08,1.99,17
344,196,2024-03-11,0.99,9
345,196,2024-03-22,4.99,20
346,201,2024-03-10,9.99,1
347,201,2024-04-01,19.99,23
348,201,2024-03-24,9.99,15
349,201,2024-03-21,9.99,12
350,207,2024-02-09,9.99,8
351,207,2024-02-12,4.99,11
352,207,2024-03-01,19.99,29
353,207,2024-02-18,19.99,17
354,207,2024-02-07,9.99,6
355,207,2024-02-26,4.99,25
356,207,2024-02-23,19.99,22
357,207,2024-02-19,4.99,18
358,207,2024-02-21,4.99,20
359,208,2024-02-11,1.99,18
360,210,2024-02-13,1.99,11
361,210,2024-02-19,4.99,17
362,210,2024-02-02,1.99,0
363,211,2024-02-26,19.99,14
364,211,2024-03-04,4.99,21
365,211,2024-02-26,9.99,14
366,212,2024-03-23,0.99,16
367,213,2024-03-08,4.99,28
368,213,2024-02-14,19.99,5
369,213,2024-03-08,9.99,28
370,213,2024-03-05,9.99,25
371,213,2024-03-03,4.99,23
372,219,2024-02-05,1.99,10
373,219,2024-01-26,4.99,0
374,219,2024-02-10,1.99,15
375,222,2024-03-26,19.99,11
376,222,2024-03-29,19.99,14
377,222,2024-03-28,4.99,13
378,222,2024-03-19,19.99,4
379,222,2024-04-06,9.99,22
380,222,2024-04-07,4.99,23
381,222,2024-03-24,19.99,9
382,226,2024-03-03,4.99,14
383,228,2024-02-10,4.99,17
384,228,2024-02-17,0.99,24
385,228,2024-01-31,4.99,7
386,230,2024-03-16,4.99,21
387,232,2024-02-07,4.99,8
388,232,2024-02-01,4.99,2
389,232,2024-02-20,19.99,21
390,232,2024-02-22,4.99,23
391,232,2024-02-07,9.99,8
392,232,2024-02-09,4.99,10
393,232,2024-02-16,9.99,17
394,232,2024-02-05,19.99,6
395,232,2024-02-23,9.99,24
396,236,2024-02-03,9.99,22
397,236,2024-02-01,9.99,20
398,236,2024-01-22,9.99,10
399,236,2024-01-22,9.99,10
400,236,2024-01-14,19.99,2
401,236,2024-01-28,4.99,16
402,236,2024-01-28,4.99,16
403,236,2024-02-02,9.99,21
404,236,2024-02-04,19.99,23
405,236,2024-01-25,4.99,13
406,238,2024-03-18,9.99,7
407,238,2024-03-29,9.99,18
408,238,2024-03-14,9.99,3
409,238,2024-03-12,9.99,1
410,238,2024-03-20,9.99,9
411,238,2024-03-15,4.99,4
412,238,2024-03-31,19.99,20
413,238,2024-04-08,4.99,28
414,238,2024-03-13,4.99,2
415,242,2024-03-30,4.99,5
416,243,2024-02-09,1.99,17
417,243,2024-01-30,0.99,7
418,245,2024-02-20,99.99,9
419,245,2024-03-03,99.99,21
420,245,2024-03-10,49.99,28
421,245,2024-02-11,99.99,0
422,245,2024-02-15,49.99,4
423,245,2024-03-07,99.99,25
424,245,2024-02-18,99.99,7
425,245,2024-02-26,99.99,15
426,245,2024-02-24,19.99,13
427,245,2024-02-20,19.99,9
428,245,2024-02-28,99.99,17
429,247,2024-02-02,1.99,28
430,247,2024-01-15,4.99,10
431,249,2024-04-11,1.99,26
432,249,2024-03-16,4.99,0
433,249,2024-04-09,1.99,24
434,253,2024-02-20,4.99,1
435,253,2024-03-11,19.99,21
436,253,2024-02-22,19.99,3
437,253,2024-03-16,9.99,26
438,257,2024-03-25,19.99,20
439,257,2024-04-02,9.99,28
440,257,2024-03-10,9.99,5
441,257,2024-03-24,9.99,19
442,257,2024-03-31,9.99,26
443,257,2024-03-20,9.99,15
444,257,2024-03-12,4.99,7
445,257,2024-04-03,19.99,29
446,258,2024-01-26,4.99,9
447,258,2024-01-23,19.99,6
448,258,2024-02-04,19.99,18
449,258,2024-01-24,9.99,7
450,258,2024-02-01,9.99,15
451,258,2024-01-19,19.99,2
452,258,2024-02-14,9.99,28
453,258,2024-02-07,4.99,21
454,258,2024-02-06,19.99,20
455,262,2024-03-09,0.99,15
456,262,2024-03-03,4.99,9
457,263,2024-03-26,19.99,12
458,263,2024-04-12,4.99,29
459,263,2024-04-06,19.99,23
460,263,2024-03-17,9.99,3
461,263,2024-03-20,19.99,6
462,263,2024-03-17,9.99,3
463,263,2024-03-22,19.99,8
464,263,2024-03-29,9.99,15
465,263,2024-03-25,19.99,11
466,263,2024-03-26,9.99,12
467,266,2024-03-15,4.99,17
468,266,2024-02-29,0.99,2
469,266,2024-02-29,0.99,2
470,268,2024-02-15,0.99,7
471,268,2024-02-13,4.99,5
472,268,2024-02-10,4.99,2
473,271,2024-01-31,4.99,6
474,271,2024-02-18,4.99,24
475,275,2024-03-13,9.99,26
476,275,2024-03-02,19.99,15
477,275,2024-02-19,4.99,3
478,275,2024-03-04,9.99,17
479,275,2024-02-22,4.99,6
480,275,2024-02-29,4.99,13
481,275,2024-03-13,19.99,26
482,275,2024-02-25,9.99,9
483,275,2024-03-03,4.99,16
484,276,2024-04-05,19.99,11
485,276,2024-04-01,99.99,7
486,276,2024-04-07,49.99,13
487,276,2024-04-19,19.99,25
488,276,2024-04-21,49.99,27
489,276,2024-04-18,49.99,24
490,276,2024-04-05,19.99,11
491,276,2024-03-31,99.99,6
492,276,2024-03-29,49.99,4
493,276,2024-04-16,99.99,22
494,276,2024-03-26,19.99,1
495,276,2024-03-27,49.99,2
496,276,2024-03-29,19.99,4
497,276,2024-04-10,99.99,16
498,276,2024-04-04,99.99,10
499,276,2024-04-21,49.99,27
500,276,2024-04-11,99.99,17
501,276,2024-04-10,19.99,16
502,276,2024-04-17,49.99,23
503,276,2024-04-13,19.99,19
504,276,2024-04-07,19.99,13
505,276,2024-04-15,99.99,21
506,276,2024-04-15,19.99,21
507,276,2024-04-19,19.99,25
508,276,2024-04-14,19.99,20
509,276,2024-04-10,99.99,16
510,276,2024-04-18,99.99,24
511,276,2024-04-09,19.99,15
512,276,2024-03-31,99.99,6
513,276,2024-04-23,99.99,29
514,276,2024-04-14,19.99,20
515,282,2024-01-05,4.99,2
516,282,2024-01-23,4.99,20
517,282,2024-01-10,4.99,7
518,282,2024-01-13,19.99,10
519,282,2024-01-31,19.99,28
520,282,2024-01-31,9.99,28
521,282,2024-01-11,9.99,8
522,282,2024-01-10,9.99,7
523,283,2024-03-16,9.99,19
524,283,2024-03-11,4.99,14
525,283,2024-03-20,9.99,23
526,283,2024-03-16,4.99,19
527,283,2024-03-14,4.99,17
528,284,2024-03-21,4.99,7
529,284,2024-03-14,19.99,0
530,284,2024-03-20,9.99,6
531,292,2024-02-21,0.99,25
532,296,2024-02-28,1.99,24
533,296,2024-02-14,1.99,10
534,300,2024-02-07,4.99,8
535,302,2024-03-01,0.99,28
536,303,2024-01-20,49.99,2
537,303,2024-02-01,49.99,14
538,303,2024-01-31,49.99,13
539,303,2024-02-01,49.99,14
540,303,2024-02-07,19.99,20
541,303,2024-01-29,49.99,11
542,303,2024-01-26,99.99,8
543,303,2024-01-21,19.99,3
544,303,2024-02-01,99.99,14
545,303,2024-01-18,99.99,0
546,303,2024-02-15,99.99,28
547,303,2024-02-01,19.99,14
548,303,2024-02-16,49.99,29
549,303,2024-02-04,49.99,17
550,303,2024-01-20,99.99,2
551,303,2024-02-12,49.99,25
552,303,2024-01-19,49.99,1
553,303,2024-02-02,49.99,15
554,303,2024-01-23,19.99,5
555,303,2024-01-20,99.99,2
556,303,2024-02-10,49.99,23
557,303,2024-01-23,49.99,5
558,303,2024-01-19,49.99,1
559,303,2024-01-20,19.99,2
560,303,2024-02-09,49.99,22
561,303,2024-01-22,49.99,4
562,303,2024-02-08,49.99,21
563,303,2024-02-08,49.99,21
564,303,2024-01-23,19.99,5
565,303,2024-02-08,99.99,21
566,303,2024-02-02,19.99,15
567,303,2024-02-15,19.99,28
568,303,2024-01-19,49.99,1
569,303,2024-01-23,49.99,5
570,303,2024-01-23,99.99,5
571,303,2024-01-21,99.99,3
572,303,2024-02-11,19.99,24
573,303,2024-01-23,99.99,5
574,303,2024-01-19,99.99,1
575,303,2024-01-26,49.99,8
576,303,2024-02-06,49.99,19
577,303,2024-01-21,49.99,3
578,303,2024-02-11,99.99,24
579,303,2024-01-23,99.99,5
580,303,2024-02-13,99.99,26
581,303,2024-01-25,49.99,7
582,303,2024-02-02,99.99,15
583,306,2024-04-04,0.99,9
584,306,2024-04-12,4.99,17
585,307,2024-02-18,4.99,0
586,307,2024-02-21,0.99,3
587,309,2024-02-27,1.99,3
588,309,2024-03-21,4.99,26
589,309,2024-02-27,4.99,3
590,311,2024-01-19,49.99,14
591,311,2024-01-14,99.99,9
592,311,2024-01-10,19.99,5
593,311,2024-01-09,19.99,4
594,311,2024-01-16,19.99,11
595,311,2024-01-15,49.99,10
596,311,2024-01-31,19.99,26
597,311,2024-01-23,19.99,18
598,311,2024-01-19,19.99,14
599,311,2024-01-18,99.99,13
600,311,2024-01-27,19.99,22
601,311,2024-01-07,49.99,2
602,311,2024-01-14,49.99,9
603,311,2024-01-28,19.99,23
604,311,2024-01-27,49.99,22
605,311,2024-01-14,49.99,9
606,311,2024-01-24,49.99,19
607,311,2024-01-29,99.99,24
608,311,2024-01-06,19.99,1
609,311,2024-01-18,99.99,13
610,311,2024-01-14,19.99,9
611,311,2024-01-22,99.99,17
612,311,2024-01-13,49.99,8
613,311,2024-01-25,99.99,20
614,311,2024-01-25,19.99,20
615,311,2024-01-09,49.99,4
616,311,2024-01-29,19.99,24
617,311,2024-01-24,19.99,19
618,311,2024-01-20,49.99,15
619,311,2024-01-26,49.99,21
620,311,2024-01-22,19.99,17
621,311,2024-01-12,49.99,7
622,311,2024-01-12,99.99,7
623,311,2024-01-20,49.99,15
624,313,2024-03-19,19.99,26
625,313,2024-03-21,4.99,28
626,313,2024-03-22,4.99,29
627,313,2024-02-27,4.99,5
628,313,2024-03-01,4.99,8
629,313,2024-03-02,19.99,9
630,316,2024-01-26,19.99,25
631,316,2024-01-10,4.99,9
632,316,2024-01-15,4.99,14
633,316,2024-01-25,9.99,24
634,316,2024-01-19,4.99,18
635,316,2024-01-25,19.99,24
636,316,2024-01-17,19.99,16
637,316,2024-01-25,9.99,24
638,316,2024-01-10,9.99,9
639,318,2024-03-14,1.99,9
640,318,2024-03-07,1.99,2
641,318,2024-03-26,4.99,21
642,323,2024-02-07,0.99,26
643,332,2024-03-09,19.99,18
644,332,2024-03-02,9.99,11
645,332,2024-02-27,19.99,7
646,332,2024-03-14,9.99,23
647,332,2024-02-29,9.99,9
648,332,2024-02-28,4.99,8
649,332,2024-03-01,9.99,10
650,332,2024-03-19,19.99,28
651,332,2024-02-29,4.99,9
652,332,2024-03-01,19.99,10
653,334,2024-04-02,19.99,5
654,334,2024-04-04,4.99,7
655,334,2024-04-23,19.99,26
656,334,2024-04-26,19.99,29
657,334,2024-04-15,9.99,18
658,334,2024-04-06,4.99,9
659,334,2024-04-10,4.99,13
660,334,2024-04-19,4.99,22
661,336,2024-03-14,4.99,23
662,338,2024-02-29,4.99,4
663,338,2024-03-13,1.99,17
664,348,2024-03-14,19.99,7
665,348,2024-03-07,9.99,0
666,348,2024-03-10,9.99,3
667,349,2024-02-08,0.99,12
668,349,2024-02-01,4.99,5
669,349,2024-01-27,0.99,0
670,356,2024-04-25,4.99,26
671,356,2024-04-09,4.99,10
672,356,2024-04-04,4.99,5
673,356,2024-04-13,4.99,14
674,356,2024-04-12,9.99,13
675,356,2024-04-27,9.99,28
676,356,2024-04-03,4.99,4
677,356,2024-04-12,19.99,13
678,359,2024-01-31,4.99,5
679,366,2024-04-02,4.99,3
680,370,2024-01-03,9.99,0
681,370,2024-01-29,19.99,26
682,370,2024-01-12,19.99,9
683,370,2024-01-29,4.99,26
684,370,2024-01-03,9.99,0
685,370,2024-01-31,19.99,28
686,374,2024-03-10,0.99,13
687,374,2024-03-21,0.99,24
688,383,2024-01-07,4.99,1
689,383,2024-01-29,19.99,23
690,383,2024-01-09,19.99,3
691,383,2024-01-21,4.99,15
692,383,2024-01-22,4.99,16
693,383,2024-01-25,9.99,19
694,383,2024-01-31,19.99,25
695,383,2024-01-06,9.99,0
696,389,2024-01-09,4.99,5
697,391,2024-02-10,4.99,17
698,391,2024-02-03,19.99,10
699,391,2024-02-22,9.99,29
700,391,2024-01-27,4.99,3
701,393,2024-02-23,4.99,14
702,393,2024-02-14,4.99,5
703,393,2024-02-18,1.99,9
704,396,2024-03-31,0.99,16
705,396,2024-03-22,0.99,7
706,397,2024-01-18,49.99,12
707,397,2024-01-17,99.99,11
708,397,2024-01-24,49.99,18
709,397,2024-01-11,99.99,5
710,397,2024-01-28,99.99,22
711,397,2024-01-18,99.99,12
712,397,2024-01-18,99.99,12
713,397,2024-01-25,19.99,19
714,397,2024-01-20,99.99,14
715,397,2024-01-21,99.99,15
716,397,2024-01-25,19.99,19
717,397,2024-01-23,19.99,17
718,397,2024-01-07,19.99,1
719,397,2024-01-22,99.99,16
720,397,2024-01-12,99.99,6
721,397,2024-01-20,99.99,14
722,397,2024-01-06,49.99,0
723,397,2024-01-10,99.99,4
724,397,2024-01-10,49.99,4
725,397,2024-01-17,49.99,11
726,397,2024-01-17,49.99,11
727,397,2024-01-14,49.99,8
728,397,2024-01-21,19.99,15
729,397,2024-01-14,99.99,8
730,397,2024-01-22,49.99,16
731,397,2024-01-27,19.99,21
732,397,2024-01-19,99.99,13
733,397,2024-01-24,99.99,18
734,397,2024-01-22,99.99,16
735,397,2024-01-29,49.99,23
736,397,2024-01-31,19.99,25
737,397,2024-01-27,19.99,21
738,397,2024-01-26,49.99,20
739,397,2024-01-11,19.99,5
740,397,2024-01-21,99.99,15
741,397,2024-01-08,19.99,2
742,397,2024-01-14,99.99,8
743,397,2024-01-21,99.99,15
744,398,2024-02-25,1.99,5
745,398,2024-03-15,4.99,24
746,401,2024-03-03,0.99,18
747,401,2024-02-28,4.99,14
748,402,2024-03-11,9.99,1
749,402,2024-03-29,9.99,19
750,402,2024-03-10,9.99,0
751,402,2024-03-14,19.99,4
752,402,2024-04-06,19.99,27
753,402,2024-03-22,19.99,12
754,405,2024-02-19,0.99,3
755,405,2024-03-13,0.99,26
756,405,2024-03-12,4.99,25
757,411,2024-01-29,19.99,19
758,411,2024-01-12,99.99,2
759,411,2024-01-22,19.99,12
760,411,2024-01-27,49.99,17
761,411,2024-01-28,19.99,18
762,411,2024-01-18,19.99,8
763,411,2024-01-20,99.99,10
764,411,2024-01-29,99.99,19
765,411,2024-02-03,99.99,24
766,411,2024-01-29,19.99,19
767,411,2024-01-22,99.99,12
768,411,2024-01-21,99.99,11
769,411,2024-02-04,99.99,25
770,411,2024-01-31,49.99,21
771,411,2024-02-07,99.99,28
772,411,2024-01-26,19.99,16
773,411,2024-01-16,19.99,6
774,411,2024-01-28,49.99,18
775,411,2024-01-15,49.99,5
776,411,2024-01-20,19.99,10
777,411,2024-01-19,99.99,9
778,411,2024-01-17,19.99,7
779,411,2024-01-17,19.99,7
780,411,2024-01-17,49.99,7
781,411,2024-01-17,19.99,7
782,411,2024-01-25,49.99,15
783,411,2024-01-23,49.99,13
784,411,2024-02-08,99.99,29
785,411,2024-01-12,19.99,2
786,411,2024-01-17,99.99,7
787,411,2024-01-11,49.99,1
788,411,2024-01-15,19.99,5
789,411,2024-02-06,19.99,27
790,411,2024-01-13,19.99,3
791,411,2024-01-25,19.99,15
792,411,2024-02-05,19.99,26
793,411,2024-01-20,49.99,10
794,411,2024-01-23,99.99,13
795,411,2024-01-27,49.99,17
796,411,2024-01-14,19.99,4
797,411,2024-01-28,49.99,18
798,412,2024-01-21,1.99,8
799,414,2024-03-13,1.99,0
800,414,2024-03-31,1.99,18
801,414,2024-03-21,1.99,8
802,417,2024-03-12,1.99,23
803,417,2024-03-05,0.99,16
804,417,2024-02-28,4.99,10
805,418,2024-03-16,4.99,16
806,418,2024-03-06,19.99,6
807,418,2024-03-05,19.99,5
808,418,2024-03-02,19.99,2
809,419,2024-03-21,19.99,3
810,419,2024-04-06,19.99,19
811,419,2024-03-26,4.99,8
812,419,2024-04-14,4.99,27
813,419,2024-04-12,4.99,25
814,419,2024-04-12,4.99,25
815,419,2024-04-08,4.99,21
816,419,2024-04-16,19.99,29
817,419,2024-03-29,9.99,11
818,420,2024-04-10,9.99,26
819,420,2024-04-01,9.99,17
820,420,2024-03-25,9.99,10
