session_id,user_id,session_start,session_end,day_since_install
133,41,2024-03-11 20:24:00,2024-03-11 21:00:00,0
134,42,2024-01-01 18:56:00,2024-01-01 19:48:00,0
135,42,2024-01-01 08:19:00,2024-01-01 09:11:00,0
136,43,2024-03-28 20:37:00,2024-03-28 21:28:00,0
137,43,2024-03-28 18:45:00,2024-03-28 19:04:00,0
138,43,2024-03-28 05:55:00,2024-03-28 06:09:00,0
139,43,2024-03-29 10:56:00,2024-03-29 11:35:00,1
140,43,2024-03-30 01:52:00,2024-03-30 02:10:00,2
141,43,2024-03-30 19:28:00,2024-03-30 20:25:00,2
142,43,2024-03-30 21:46:00,2024-03-30 21:53:00,2
143,44,2024-03-21 17:32:00,2024-03-21 17:45:00,0
144,44,2024-03-21 02:01:00,2024-03-21 02:09:00,0
145,44,2024-03-22 08:56:00,2024-03-22 09:40:00,1
146,45,2024-02-04 03:02:00,2024-02-04 03:21:00,0
147,45,2024-02-04 05:32:00,2024-02-04 05:54:00,0
148,45,2024-02-04 22:42:00,2024-02-04 22:49:00,0
149,46,2024-01-05 13:56:00,2024-01-05 14:07:00,0
150,46,2024-01-05 06:13:00,2024-01-05 06:32:00,0
151,46,2024-01-06 01:45:00,2024-01-06 02:13:00,1
152,46,2024-01-07 04:51:00,2024-01-07 05:25:00,2
153,47,2024-02-10 12:34:00,2024-02-10 13:27:00,0
154,47,2024-02-10 17:13:00,2024-02-10 18:01:00,0
155,47,2024-02-10 13:25:00,2024-02-10 13:47:00,0
156,47,2024-02-11 06:46:00,2024-02-11 07:00:00,1
157,47,2024-02-11 14:16:00,2024-02-11 14:31:00,1
158,48,2024-03-13 03:40:00,2024-03-13 04:33:00,0
159,48,2024-03-13 16:48:00,2024-03-13 17:40:00,0
160,49,2024-02-03 00:18:00,2024-02-03 00:37:00,0
161,49,2024-02-03 08:04:00,2024-02-03 08:24:00,0
162,49,2024-02-03 12:47:00,2024-02-03 13:23:00,0
163,50,2024-01-23 19:16:00,2024-01-23 19:25:00,0
164,50,2024-01-23 16:32:00,2024-01-23 17:03:00,0
165,50,2024-01-24 15:17:00,2024-01-24 15:52:00,1
166,50,2024-01-24 05:01:00,2024-01-24 05:18:00,1
167,50,2024-01-24 09:52:00,2024-01-24 10:48:00,1
168,51,2024-02-06 18:19:00,2024-02-06 18:40:00,0
169,51,2024-02-06 15:56:00,2024-02-06 16:42:00,0
170,51,2024-02-07 03:51:00,2024-02-07 04:43:00,1
171,51,2024-02-07 23:46:00,2024-02-07 23:59:00,1
172,51,2024-02-07 02:54:00,2024-02-07 03:07:00,1
173,52,2024-03-26 00:00:00,2024-03-26 00:56:00,0
174,52,2024-03-27 11:17:00,2024-03-27 11:35:00,1
175,52,2024-03-27 09:09:00,2024-03-27 09:31:00,1
176,52,2024-03-28 14:07:00,2024-03-28 14:46:00,2
177,52,2024-03-28 17:40:00,2024-03-28 18:00:00,2
178,53,2024-03-05 21:51:00,2024-03-05 22:02:00,0
179,54,2024-02-16 15:12:00,2024-02-16 15:33:00,0
180,54,2024-02-16 08:43:00,2024-02-16 09:00:00,0
181,54,2024-02-17 06:32:00,2024-02-17 06:40:00,1
182,54,2024-02-18 21:35:00,2024-02-18 22:17:00,2
183,55,2024-01-01 17:49:00,2024-01-01 18:05:00,0
184,56,2024-01-14 11:10:00,2024-01-14 11:27:00,0
185,56,2024-01-14 02:26:00,2024-01-14 02:55:00,0
186,56,2024-01-14 07:02:00,2024-01-14 07:55:00,0
187,57,2024-01-09 02:44:00,2024-01-09 03:10:00,0
188,57,2024-01-09 05:13:00,2024-01-09 05:44:00,0
189,57,2024-01-09 09:19:00,2024-01-09 10:11:00,0
190,58,2024-03-30 09:36:00,2024-03-30 10:09:00,0
191,58,2024-03-30 05:38:00,2024-03-30 05:53:00,0
192,59,2024-03-17 22:19:00,2024-03-17 23:00:00,0
193,59,2024-03-17 15:30:00,2024-03-17 16:03:00,0
194,60,2024-02-21 20:22:00,2024-02-21 20:42:00,0
195,61,2024-01-04 09:11:00,2024-01-04 10:01:00,0
196,61,2024-01-04 17:18:00,2024-01-04 18:00:00,0
197,61,2024-01-05 15:13:00,2024-01-05 16:02:00,1
198,61,2024-01-05 20:33:00,2024-01-05 20:39:00,1
199,61,2024-01-05 11:32:00,2024-01-05 11:55:00,1
200,62,2024-01-23 06:26:00,2024-01-23 06:51:00,0
201,62,2024-01-23 06:47:00,2024-01-23 07:16:00,0
202,63,2024-01-15 13:37:00,2024-01-15 14:19:00,0
203,63,2024-01-16 17:09:00,2024-01-16 17:48:00,1
204,63,2024-01-16 02:39:00,2024-01-16 03:37:00,1
205,64,2024-02-05 20:19:00,2024-02-05 20:40:00,0
206,64,2024-02-05 10:12:00,2024-02-05 10:41:00,0
207,64,2024-02-05 19:24:00,2024-02-05 20:10:00,0
208,64,2024-02-06 20:00:00,2024-02-06 20:56:00,1
209,64,2024-02-06 15:47:00,2024-02-06 16:19:00,1
210,64,2024-02-06 20:29:00,2024-02-06 20:36:00,1
211,64,2024-02-07 02:57:00,2024-02-07 03:34:00,2
212,64,2024-02-07 10:44:00,2024-02-07 10:53:00,2
213,64,2024-02-07 17:31:00,2024-02-07 18:22:00,2
214,65,2024-03-11 16:39:00,2024-03-11 17:11:00,0
215,65,2024-03-11 12:25:00,2024-03-11 12:45:00,0
216,65,2024-03-11 09:28:00,2024-03-11 10:18:00,0
217,65,2024-03-12 06:37:00,2024-03-12 07:30:00,1
218,65,2024-03-12 20:23:00,2024-03-12 20:58:00,1
219,65,2024-03-13 03:09:00,2024-03-13 03:19:00,2
220,65,2024-03-13 06:52:00,2024-03-13 07:27:00,2
221,66,2024-03-26 20:00:00,2024-03-26 20:49:00,0
222,66,2024-03-26 21:49:00,2024-03-26 22:08:00,0
223,66,2024-03-26 06:14:00,2024-03-26 06:43:00,0
224,67,2024-02-11 04:24:00,2024-02-11 04:59:00,0
225,67,2024-02-11 10:07:00,2024-02-11 10:37:00,0
226,67,2024-02-11 01:27:00,2024-02-11 02:19:00,0
227,67,2024-02-12 17:38:00,2024-02-12 18:19:00,1
228,67,2024-02-12 06:20:00,2024-02-12 06:52:00,1
229,68,2024-02-26 12:43:00,2024-02-26 12:48:00,0
230,68,2024-02-26 20:46:00,2024-02-26 21:23:00,0
231,68,2024-02-26 02:25:00,2024-02-26 02:44:00,0
232,68,2024-02-27 22:59:00,2024-02-27 23:57:00,1
233,69,2024-01-28 00:27:00,2024-01-28 01:21:00,0
234,69,2024-01-28 05:29:00,2024-01-28 06:19:00,0
235,69,2024-01-29 21:06:00,2024-01-29 21:56:00,1
236,69,2024-01-30 04:13:00,2024-01-30 04:23:00,2
237,70,2024-02-13 08:30:00,2024-02-13 08:56:00,0
238,70,2024-02-13 12:08:00,2024-02-13 12:28:00,0
239,70,2024-02-13 03:33:00,2024-02-13 04:22:00,0
240,71,2024-03-02 15:27:00,2024-03-02 15:50:00,0
241,71,2024-03-02 07:05:00,2024-03-02 07:13:00,0
242,72,2024-03-29 12:20:00,2024-03-29 13:01:00,0
243,72,2024-03-29 08:34:00,2024-03-29 09:20:00,0
244,72,2024-03-29 14:51:00,2024-03-29 15:16:00,0
245,73,2024-01-01 02:49:00,2024-01-01 03:30:00,0
246,73,2024-01-01 12:24:00,2024-01-01 13:00:00,0
247,74,2024-03-02 18:52:00,2024-03-02 19:48:00,0
248,74,2024-03-02 21:11:00,2024-03-02 21:55:00,0
249,74,2024-03-02 07:46:00,2024-03-02 08:33:00,0
250,74,2024-03-03 15:13:00,2024-03-03 15:24:00,1
251,75,2024-03-17 18:24:00,2024-03-17 18:31:00,0
252,75,2024-03-17 03:44:00,2024-03-17 04:41:00,0
253,76,2024-03-10 14:26:00,2024-03-10 15:12:00,0
254,76,2024-03-10 01:05:00,2024-03-10 01:55:00,0
255,77,2024-01-09 15:13:00,2024-01-09 15:27:00,0
256,77,2024-01-09 12:32:00,2024-01-09 13:18:00,0
257,77,2024-01-10 16:23:00,2024-01-10 16:41:00,1
258,77,2024-01-10 04:50:00,2024-01-10 04:59:00,1
259,78,2024-02-20 13:03:00,2024-02-20 13:37:00,0
260,78,2024-02-21 12:43:00,2024-02-21 13:35:00,1
261,78,2024-02-21 03:17:00,2024-02-21 03:44:00,1
262,78,2024-02-21 02:48:00,2024-02-21 03:25:00,1
263,79,2024-01-24 01:11:00,2024-01-24 01:20:00,0
264,79,2024-01-24 15:39:00,2024-01-24 16:38:00,0
265,79,2024-01-24 07:12:00,2024-01-24 07:42:00,0
266,80,2024-02-01 21:56:00,2024-02-01 22:47:00,0
267,80,2024-02-01 15:12:00,2024-02-01 15:28:00,0
268,80,2024-02-01 17:28:00,2024-02-01 17:50:00,0
269,81,2024-02-21 23:07:00,2024-02-21 23:22:00,0
270,81,2024-02-21 11:31:00,2024-02-21 11:39:00,0
271,81,2024-02-21 08:23:00,2024-02-21 09:16:00,0
272,82,2024-02-27 21:06:00,2024-02-27 21:20:00,0
273,82,2024-02-27 03:23:00,2024-02-27 04:13:00,0
274,82,2024-02-28 13:21:00,2024-02-28 14:17:00,1
275,83,2024-02-08 18:26:00,2024-02-08 19:15:00,0
276,83,2024-02-08 11:18:00,2024-02-08 11:41:00,0
277,83,2024-02-09 20:34:00,2024-02-09 21:20:00,1
278,84,2024-02-25 01:24:00,2024-02-25 01:38:00,0
279,84,2024-02-26 02:09:00,2024-02-26 02:22:00,1
280,84,2024-02-26 19:36:00,2024-02-26 20:15:00,1
281,85,2024-01-02 16:42:00,2024-01-02 17:02:00,0
282,85,2024-01-02 05:31:00,2024-01-02 06:03:00,0
283,86,2024-02-23 23:58:00,2024-02-24 00:30:00,0
284,87,2024-01-01 14:33:00,2024-01-01 14:59:00,0
285,87,2024-01-02 19:46:00,2024-01-02 20:00:00,1
286,87,2024-01-02 18:53:00,2024-01-02 19:42:00,1
287,88,2024-01-02 20:58:00,2024-01-02 21:15:00,0
288,88,2024-01-02 21:24:00,2024-01-02 22:22:00,0
289,89,2024-03-30 20:21:00,2024-03-30 20:32:00,0
290,89,2024-03-31 20:05:00,2024-03-31 20:29:00,1
291,89,2024-03-31 11:39:00,2024-03-31 11:52:00,1
292,89,2024-03-31 17:27:00,2024-03-31 17:42:00,1
293,89,2024-04-01 23:55:00,2024-04-02 00:14:00,2
294,89,2024-04-01 08:34:00,2024-04-01 08:55:00,2
295,89,2024-04-01 16:34:00,2024-04-01 16:57:00,2
296,89,2024-04-02 22:49:00,2024-04-02 23:16:00,3
297,89,2024-04-03 09:07:00,2024-04-03 09:53:00,4
298,89,2024-04-04 18:13:00,2024-04-04 18:25:00,5
299,89,2024-04-04 18:00:00,2024-04-04 18:52:00,5
300,90,2024-02-01 04:02:00,2024-02-01 04:38:00,0
301,90,2024-02-01 16:41:00,2024-02-01 16:50:00,0
302,90,2024-02-02 18:38:00,2024-02-02 19:28:00,1
303,90,2024-02-02 16:22:00,2024-02-02 16:43:00,1
304,90,2024-02-02 12:26:00,2024-02-02 12:31:00,1
305,91,2024-02-24 03:01:00,2024-02-24 03:09:00,0
306,91,2024-02-25 08:48:00,2024-02-25 09:13:00,1
307,91,2024-02-26 01:02:00,2024-02-26 01:29:00,2
308,91,2024-02-27 06:35:00,2024-02-27 07:23:00,3
309,91,2024-02-27 00:48:00,2024-02-27 01:28:00,3
310,91,2024-02-27 03:53:00,2024-02-27 04:20:00,3
311,92,2024-01-17 20:09:00,2024-01-17 20:40:00,0
312,92,2024-01-17 18:50:00,2024-01-17 19:09:00,0
313,92,2024-01-17 21:16:00,2024-01-17 21:59:00,0
314,92,2024-01-18 06:47:00,2024-01-18 07:00:00,1
315,92,2024-01-18 00:34:00,2024-01-18 01:18:00,1
316,92,2024-01-18 17:23:00,2024-01-18 17:51:00,1
317,92,2024-01-19 06:24:00,2024-01-19 07:20:00,2
318,92,2024-01-19 05:24:00,2024-01-19 05:55:00,2
319,92,2024-01-19 10:04:00,2024-01-19 10:52:00,2
320,92,2024-01-20 14:56:00,2024-01-20 15:16:00,3
321,92,2024-01-20 02:10:00,2024-01-20 02:25:00,3
322,92,2024-01-20 09:33:00,2024-01-20 10:29:00,3
323,93,2024-01-24 07:12:00,2024-01-24 08:03:00,0
324,94,2024-03-10 18:56:00,2024-03-10 19:23:00,0
325,94,2024-03-11 12:04:00,2024-03-11 13:02:00,1
326,94,2024-03-11 08:09:00,2024-03-11 08:27:00,1
327,95,2024-01-16 02:28:00,2024-01-16 03:25:00,0
328,95,2024-01-16 15:51:00,2024-01-16 16:25:00,0
329,96,2024-02-28 19:53:00,2024-02-28 20:08:00,0
330,96,2024-02-29 23:01:00,2024-02-29 23:32:00,1
331,96,2024-02-29 18:57:00,2024-02-29 19:30:00,1
332,96,2024-02-29 04:10:00,2024-02-29 05:09:00,1
333,97,2024-01-03 21:05:00,2024-01-03 21:20:00,0
334,97,2024-01-03 13:59:00,2024-01-03 14:39:00,0
335,98,2024-02-28 10:59:00,2024-02-28 11:23:00,0
336,99,2024-03-30 13:57:00,2024-03-30 14:25:00,0
337,100,2024-01-19 04:57:00,2024-01-19 05:41:00,0
338,100,2024-01-19 10:53:00,2024-01-19 11:01:00,0
339,100,2024-01-19 14:19:00,2024-01-19 15:07:00,0
340,101,2024-03-11 09:29:00,2024-03-11 09:57:00,0
341,101,2024-03-12 19:39:00,2024-03-12 20:21:00,1
342,101,2024-03-12 02:28:00,2024-03-12 02:40:00,1
343,101,2024-03-12 22:09:00,2024-03-12 22:18:00,1
344,101,2024-03-13 02:49:00,2024-03-13 03:33:00,2
345,102,2024-02-02 20:47:00,2024-02-02 21:18:00,0
346,102,2024-02-02 03:00:00,2024-02-02 03:05:00,0
347,103,2024-02-08 13:08:00,2024-02-08 13:31:00,0
348,103,2024-02-08 07:33:00,2024-02-08 07:41:00,0
349,103,2024-02-08 00:42:00,2024-02-08 01:23:00,0
350,104,2024-01-01 17:52:00,2024-01-01 18:27:00,0
351,105,2024-02-26 02:39:00,2024-02-26 02:46:00,0
352,105,2024-02-26 00:51:00,2024-02-26 01:08:00,0
353,105,2024-02-26 20:36:00,2024-02-26 20:56:00,0
354,106,2024-01-23 03:30:00,2024-01-23 03:43:00,0
355,107,2024-02-11 23:24:00,2024-02-12 00:19:00,0
356,107,2024-02-12 07:50:00,2024-02-12 08:44:00,1
357,107,2024-02-12 14:35:00,2024-02-12 14:54:00,1
358,107,2024-02-12 12:59:00,2024-02-12 13:21:00,1
359,108,2024-01-16 18:22:00,2024-01-16 18:52:00,0
360,108,2024-01-17 01:18:00,2024-01-17 02:10:00,1
361,108,2024-01-17 17:01:00,2024-01-17 17:32:00,1
362,108,2024-01-17 05:38:00,2024-01-17 05:48:00,1
363,109,2024-02-29 23:53:00,2024-03-01 00:18:00,0
364,109,2024-02-29 08:43:00,2024-02-29 09:05:00,0
365,110,2024-01-01 06:17:00,2024-01-01 06:41:00,0
366,111,2024-01-12 14:34:00,2024-01-12 15:25:00,0
367,111,2024-01-13 20:07:00,2024-01-13 20:18:00,1
368,111,2024-01-13 08:49:00,2024-01-13 09:37:00,1
369,111,2024-01-13 07:39:00,2024-01-13 08:13:00,1
370,112,2024-02-01 03:36:00,2024-02-01 04:01:00,0
371,112,2024-02-01 12:08:00,2024-02-01 12:57:00,0
372,112,2024-02-02 18:29:00,2024-02-02 18:49:00,1
373,112,2024-02-02 23:12:00,2024-02-02 23:21:00,1
374,113,2024-01-09 20:55:00,2024-01-09 21:16:00,0
375,113,2024-01-09 16:48:00,2024-01-09 16:55:00,0
376,113,2024-01-09 12:43:00,2024-01-09 13:25:00,0
377,114,2024-01-19 06:04:00,2024-01-19 06:22:00,0
378,114,2024-01-19 17:03:00,2024-01-19 17:40:00,0
379,115,2024-01-03 03:34:00,2024-01-03 03:46:00,0
380,115,2024-01-04 16:46:00,2024-01-04 17:26:00,1
381,116,2024-02-23 09:35:00,2024-02-23 09:48:00,0
382,116,2024-02-23 15:38:00,2024-02-23 16:28:00,0
383,116,2024-02-24 17:11:00,2024-02-24 18:09:00,1
384,116,2024-02-25 00:14:00,2024-02-25 01:05:00,2
385,116,2024-02-25 15:20:00,2024-02-25 15:25:00,2
386,116,2024-02-25 02:11:00,2024-02-25 02:43:00,2
387,117,2024-01-24 00:32:00,2024-01-24 01:23:00,0
388,117,2024-01-24 07:10:00,2024-01-24 08:00:00,0
389,117,2024-01-24 22:12:00,2024-01-24 23:07:00,0
390,118,2024-03-12 05:36:00,2024-03-12 06:23:00,0
391,118,2024-03-12 08:34:00,2024-03-12 09:07:00,0
392,118,2024-03-12 08:28:00,2024-03-12 08:44:00,0
393,118,2024-03-13 20:11:00,2024-03-13 21:05:00,1
394,119,2024-03-24 18:12:00,2024-03-24 18:47:00,0
395,120,2024-03-29 05:42:00,2024-03-29 06:35:00,0
396,120,2024-03-30 11:20:00,2024-03-30 11:45:00,1
397,120,2024-03-31 12:49:00,2024-03-31 13:22:00,2
398,120,2024-03-31 06:56:00,2024-03-31 07:55:00,2
399,120,2024-03-31 04:28:00,2024-03-31 05:20:00,2
400,121,2024-01-18 00:03:00,2024-01-18 00:10:00,0
401,121,2024-01-18 03:00:00,2024-01-18 03:16:00,0
402,121,2024-01-18 12:33:00,2024-01-18 13:06:00,0
403,121,2024-01-19 12:53:00,2024-01-19 12:59:00,1
404,121,2024-01-19 00:49:00,2024-01-19 01:00:00,1
405,121,2024-01-19 17:50:00,2024-01-19 18:02:00,1
406,122,2024-03-22 08:27:00,2024-03-22 08:35:00,0
407,122,2024-03-22 06:16:00,2024-03-22 06:31:00,0
408,123,2024-02-04 21:25:00,2024-02-04 21:41:00,0
409,123,2024-02-04 08:42:00,2024-02-04 08:51:00,0
410,123,2024-02-05 00:23:00,2024-02-05 00:52:00,1
411,123,2024-02-06 05:44:00,2024-02-06 05:59:00,2
412,124,2024-02-10 14:41:00,2024-02-10 14:53:00,0
413,124,2024-02-10 01:20:00,2024-02-10 01:39:00,0
414,125,2024-03-08 02:42:00,2024-03-08 03:29:00,0
415,125,2024-03-08 15:34:00,2024-03-08 15:47:00,0
416,126,2024-01-21 06:09:00,2024-01-21 06:23:00,0
417,126,2024-01-21 19:00:00,2024-01-21 19:10:00,0
418,126,2024-01-22 01:37:00,2024-01-22 02:14:00,1
419,126,2024-01-22 02:35:00,2024-01-22 02:52:00,1
420,126,2024-01-22 02:14:00,2024-01-22 03:03:00,1
421,127,2024-01-08 04:20:00,2024-01-08 04:48:00,0
422,127,2024-01-09 23:29:00,2024-01-10 00:15:00,1
423,127,2024-01-10 23:18:00,2024-01-11 00:03:00,2
424,127,2024-01-10 23:33:00,2024-01-10 23:59:00,2
425,127,2024-01-10 19:50:00,2024-01-10 20:21:00,2
426,128,2024-01-17 01:09:00,2024-01-17 01:23:00,0
427,129,2024-02-17 01:06:00,2024-02-17 02:00:00,0
428,129,2024-02-17 16:10:00,2024-02-17 17:07:00,0
429,129,2024-02-17 17:07:00,2024-02-17 17:39:00,0
430,130,2024-03-26 20:11:00,2024-03-26 20:41:00,0
431,130,2024-03-26 05:34:00,2024-03-26 06:15:00,0
432,130,2024-03-27 12:28:00,2024-03-27 13:21:00,1
433,131,2024-01-30 03:19:00,2024-01-30 04:16:00,0
434,131,2024-01-30 11:34:00,2024-01-30 12:27:00,0
435,131,2024-01-31 16:10:00,2024-01-31 17:09:00,1
436,131,2024-02-01 01:53:00,2024-02-01 02:26:00,2
